STT,Food_Code,Food_Name_Vietnamese,Food_Name_English,Waste_Pct_%,Water_g,Energy_kcal,Energy_kj,Protein_g,Fat_g,Carbohydrate_g,Fiber_g,Ash_g,Sugar_total_g,Galactose_g,Maltose_g,Lactose_g,Fructose_g,Glucose_g,Sucrose_g,Calcium_mg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_ug,Selenium_ug,Vitamin_C_mg,Vitamin_B1_mg,Vitamin_B2_mg,Niacin_mg,Vitamin_B5_mg,Vitamin_B6_mg,Folate_ug,Folic_acid_ug,Biotin_ug,Vitamin_B12_ug,Vitamin_A_ug,Vitamin_D_ug,Vitamin_E_mg,Vitamin_K_ug,Beta_caroten_ug,Alpha_caroten_ug,Beta_cryptoxanthin_ug,Lycopene_ug,Lutein_Zeaxanthin_ug,Purin_mg,Total_isoflavone_mg,Daidzein_mg,Genistein_mg,Glycetin_mg,Total_SFA_g,Palmitic_C16_0_g,Margaric_C17_0_g,Stearic_C18_0_g,Arachidic_C20_0_g,Behenic_C22_0_g,Lignoceric_C24_0_g,Total_MUFA_g,Myristoleic_C14_1_g,Palmitoleic_C16_1_g,Oleic_C18_1_g,Total_PUFA_g,Linoleic_C18_2_n6_g,Linolenic_C18_2_n3_g,Arachidonic_C20_4_g,EPA_C20_5_n3_g,DHA_C22_6_n3_g,Total_trans_FA_g,Cholesterol_mg,Phytosterol_mg,Lysine_mg,Methionine_mg,Tryptophan_mg,Phenylalanine_mg,Threonine_mg,Valine_mg,Leucine_mg,Isoleucine_mg,Arginine_mg,Histidine_mg,Cystine_mg,Tyrosine_mg,Alanine_mg,Aspartic_acid_mg,Glutamic_acid_mg,Glycine_mg,Proline_mg,Serine_mg
296,7018,"Thịt lợn nửa nạc, nửa mỡ","Pork, medium fat",2.0,60.9,260,1086,16.5,21.5,0.0,0.0,1.1,0,0,0,0,0,0,0,9,1.50,19,0.010,178,285,55,1.91,63,28.7,2,0.53,0.16,2.7,0.672,0.393,4,0,2.6,0.6,10,,,,0,0,0,0,0,,0,0,0,0,7.290,4.520,0.000,2.410,0.000,0.000,0.000,9.340,0.000,0.580,8.580,2,1.880,0.160,0.090,0.000,0.000,,68,,1517,432,202,674,757,911,1344,767,1104,640,210,567,1014,1547,2568,999,789,705
297,7019,Thịt ngỗng,Goose,52.0,46.1,409,1710,14.0,39.2,0.0,0.0,0.7,0,0,0,0,0,0,0,13,1.80,18,0.020,210,308,73,1.72,270,14.4,4,0.20,0.19,5.7,1.294,0.39,4,0,,0.34,17,,,,0,0,0,0,0,165,0,0,0,0,9.780,6.950,0.000,2.330,0.000,0.000,0.000,17.770,0.000,0.980,16.680,3,3.340,0.210,0.000,0.000,0.000,,80,,1252,350,204,618,651,699,1199,641,948,395,99,501,888,1330,2231,869,627,565
298,7020,Thịt ngựa,Horse meat,2.0,66.8,176,736,21.5,10.0,0.0,0.0,1.7,0,0,0,0,0,0,0,13,3.10,20,0.020,200,291,62,4.61,140,6,1,0.07,0.10,4.2,0.6,0.5,8,0,2.6,3.1,37,0.30,0.23,0,0,0,0,0,0,200,0,0,0,0,3.480,2.670,0.050,0.760,0.000,0.000,0.000,3.200,0.000,0.480,2.670,2,1.100,0.960,0.190,0.000,0.000,,75,,2150,602,217,819,839,1077,2043,1398,1548,602,280,796,1163,1785,2625,925,860,908
299,7021,Thịt thỏ nhà,"Rabbit meat, raw",45.0,69.3,158,661,21.5,8.0,0.0,0.0,1.2,,,,,,,,21,1.60,19,0.030,224,330,41,1.57,145,23.7,0,0.08,0.06,7.6,0.8,0.5,8,0,1,7.16,10,,0.4,0,0,0,0,0,0,132,0,0,0,0,1.660,1.250,0.000,0.260,0.000,0.000,0.000,1.500,0.000,0.180,1.280,1,0.860,0.220,0.000,0.000,0.000,,57,,1811,675,337,781,1136,1420,1456,1207,1243,568,273,746,1314,2201,3550,1136,1101,1139
300,7022,Thịt thỏ rừng,Hare rabbit (field or wild),45.0,74.3,103,431,23.5,1.0,0.0,0.0,1.2,,,,,,,,17,4.80,29,,226,378,50,,,9.4,,0.09,0.06,8.1,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0.690,0.520,0.000,0.110,0.000,0.000,0.000,0.630,0.000,0.080,0.540,0,0.360,0.090,0.000,0.000,0.000,,81,,1908,545,288,895,975,1108,1698,1034,1346,611,274,776,1315,2129,3496,1183,1065,966
301,7023,Thịt trâu,"Buffalo meat, average",0.0,76.3,97,408,20.4,1.4,0.9,0.0,1.1,,,,,,,,12,1.61,32,,197,297,53,1.93,151,9,0,0.04,0.20,6.0,0.16,0.53,8,0,,,,,,,0,0,0,0,0,,0,0,0,0,0.460,0.250,0.000,0.190,0.000,0.000,0.000,0.420,0.000,0.030,0.370,0,0.160,0.040,0.070,0.000,0.000,,46,,1610,511,249,817,976,1084,1755,1023,1278,675,326,818,,2034,2956,795,780,875
302,7024,Thịt trâu bắp,Buffalo meat (shoulder),2.0,74.2,115,479,21.9,3.0,0.0,0.0,0.9,0,0,0,0,0,0,0,30,,,,150,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,7025,Thịt trâu cổ,"Buffalo meat, neck",2.0,74.9,112,467,20.9,3.1,0.0,0.0,1.1,0,0,0,0,0,0,0,20,,,,160,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,7026,Thịt trâu đùi,"Buffalo meat, leg",2.0,74.9,112,468,21.2,3.0,0.0,0.0,0.9,0,0,0,0,0,0,0,20,,,,215,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,7027,Thịt trâu thăn,"Buffalo meat, lean (loin)",2.0,73.0,121,506,22.8,3.3,0.0,0.0,0.9,0,0,0,0,0,0,0,26,3.30,,,165,,,,,,,0.06,0.16,3.5,,,,,,,5,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,7028,Thịt vịt,"Duck meat, average",55.0,59.5,267,1119,17.8,21.8,0.0,0.0,0.9,0,0,0,0,0,0,0,13,1.80,15,0.020,145,209,63,1.36,236,12.4,3,0.07,0.15,4.7,0.951,0.19,13,0,,0.25,270,,0.7,5.5,0,0,0,0,0,138,0,0,0,0,7.330,5.310,0.000,1.770,0.000,0.000,0.000,10.360,0.000,0.850,9.270,3,2.600,0.220,0.000,0.000,0.000,,76,,912,291,144,459,471,573,900,537,770,283,180,395,777,1102,1709,928,686,488
307,7029,Bầu dục bò,"Beef, kidney",7.0,84.3,67,282,12.5,1.8,0.3,0.0,1.1,,,,,,,,9,7.10,13,0.100,219,262,200,1.92,323,141,6,0.40,1.75,5.1,3.97,0.665,98,0,,27.5,330,0.80,0.22,0,0,0,0,20,0,,0,0,0,0,0.870,0.390,0.020,0.370,0.010,0.040,0.000,0.590,0.000,0.040,0.540,0,0.290,0.010,0.230,0.000,0.000,0.1,411,,1138,451,172,809,667,919,1514,1011,971,446,286,575,824,1183,2241,1106,779,732
308,7030,Bầu dục lợn,"Pork, kidney",2.0,82.5,81,339,13.0,3.1,0.3,0.0,1.1,0,0,0,0,0,0,0,8,8.00,17,0.100,223,390,121,2.75,445,190,5,0.38,1.12,4.8,3.13,0.44,42,0,,8.49,150,,,,0,0,0,0,0,334,0,0,0,0,1.040,0.580,0.000,0.410,0.000,0.000,0.000,1.070,0.000,0.090,0.970,0,0.170,0.010,0.080,0.000,0.000,,319,,1330,339,209,548,704,913,1728,678,913,574,235,522,861,1434,2008,965,913,782
309,7031,Bì lợn,Pork skin,10.0,73.3,118,492,23.3,2.7,0.0,0.0,0.7,0,0,0,0,0,0,0,11,0.40,,,8,,,,,,,0.29,0.05,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,7032,Chân giò lợn,"Pork, leg",38.0,64.7,230,963,15.7,18.6,0.0,0.0,1.0,,,,,,,,24,2.10,20,0.020,106,315,47,1.93,65,29.4,1,0.01,0.07,1.6,0.685,0.401,7,0,2.6,0.63,30,,,,0,0,0,0,0,160,0,0,0,0,6.540,4.060,0.000,2.160,0.000,0.000,0.000,8.380,0.000,0.530,7.700,2,1.690,0.140,0.090,0.000,0.000,,73,,1550,444,208,689,776,931,1376,787,1120,659,216,583,1032,1584,2636,992,790,720
311,7033,Dạ dày bò,"Stomach, beef",5.0,80.5,97,406,14.8,4.2,0.0,0.0,0.5,0,0,0,0,0,0,0,150,0.90,13,0.090,85,67,97,1.42,70,12.5,0,0.04,0.20,3.6,0.227,0.014,5,0,,1.39,0,,0.09,0,0,0,0,0,0,,0,0,0,0,1.290,0.640,0.080,0.460,0.000,0.010,0.000,1.530,0.000,0.090,1.410,0,0.120,0.010,0.050,0.000,0.000,0.15,122,,933,280,149,448,504,579,784,467,821,336,149,336,784,989,1754,1213,989,579
312,7034,Dạ dày lợn,"Stomach, hog",2.0,81.7,85,354,14.6,2.9,0.0,0.0,0.8,0,0,0,0,0,0,0,8,1.40,11,0.040,144,140,75,1.85,169,31.1,0,0.05,0.18,2.5,1.22,0.034,3,0,,0.3,0,,0.04,0,0,0,0,0,0,,0,0,0,0,4.030,2.260,0.030,1.590,0.020,0.000,0.000,3.590,0.000,0.000,0.000,0,0.720,0.020,0.110,0.000,0.000,0.13,223,,,,,,,,,,,,,,,,,,,
313,7035,Đầu bò,"Head beef (without tongue, brain, ears).",68.0,68.7,185,774,18.1,12.5,0.0,0.0,0.7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,7036,Đầu lợn,"Hog, head",68.0,54.6,335,1403,13.4,31.3,0.0,0.0,0.7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,7037,Đuôi bò,"Beef, tail",46.0,73.0,137,574,19.7,6.5,0.0,0.0,0.8,0,0,0,0,0,0,0,7,2.50,,,162,,,,,,,0.03,0.03,5.4,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,7038,Đuôi lợn,"Hog, tail",30.0,41.8,467,1954,10.8,47.1,0.0,0.0,0.3,,,,,,,,18,0.99,8,0.010,50,349,63,2.31,84,2.7,0,0.21,0.11,2.1,0.673,0.37,5,0,,0.88,0,,,,0,0,0,0,0,,0,0,0,0,11.640,7.600,0.000,3.510,0.000,0.000,0.000,15.800,0.000,1.220,14.580,3,3.190,0.280,0.210,0.000,0.000,,97,,616,195,54,291,335,313,551,248,723,184,140,195,778,842,1296,1437,918,421
317,7039,Gan bò,"Beef, liver",0.0,75.2,109,458,17.4,3.1,3.0,0.0,1.3,,,,,,,,5,9.00,13,0.300,340,213,110,4.00,1500,39.7,30,0.40,3.00,17.0,7.713,1.083,290,0,,59.3,5000,0.40,0.38,3.1,621,232,11,13,0,,0,0,0,0,1.230,0.310,0.030,0.860,0.000,0.010,0.000,0.480,0.000,0.040,0.420,0,0.300,0.020,0.140,0.000,0.000,0.17,275,,1523,641,280,1122,754,1388,1818,1119,1283,562,243,690,1097,1742,2675,1180,948,793
318,7040,Gan gà,Chicken liver,0.0,75.0,111,466,18.2,3.4,2.0,0.0,1.4,,,,,,,,21,8.20,17,0.200,260,335,71,2.67,300,54.6,7,0.38,1.63,10.4,6.233,0.853,588,0,210,16.58,3290,,0.7,0,56,11,11,40,0,243,0,0,0,0,1.560,0.880,0.000,0.660,0.000,0.010,0.000,1.250,0.000,0.110,1.130,0,0.480,0.010,0.330,0.000,0.000,0.065,345,,1244,463,179,764,676,889,1633,1295,960,338,213,534,940,1437,2417,798,747,710
319,7041,Gan lợn,Pork liver,0.0,74.1,116,484,18.8,3.6,2.0,0.0,1.5,,,,,,,,7,12.00,17,0.300,353,447,110,5.76,510,52.7,18,0.40,2.11,16.2,6.65,0.69,211,0,,26,6000,,,,,,,,0,515,0,0,0,0,1.170,0.440,0.000,0.700,0.000,0.000,0.000,0.520,0.000,0.030,0.460,0,0.350,0.030,0.440,0.000,0.020,,301,,1260,600,340,1150,900,1170,1580,1020,1080,490,236,709,1223,1992,2622,1160,986,1005
320,7042,Gan vịt,Duck liver,0.0,74.1,122,510,17.1,4.7,2.8,0.0,1.3,,,,,,,,17,4.80,24,0.260,177,230,140,3.07,5962,67,7,0.44,1.28,9.1,6.184,0.76,738,0,,54,11984,,,,,,,,0,,0,0,0,0,1.140,0.800,0.000,0.630,0.000,0.000,0.000,0.710,0.000,0.050,0.650,0,0.370,0.000,0.260,0.000,0.000,,515,,1418,444,264,932,833,1181,1691,995,1148,498,252,660,1088,1781,2428,1088,929,806
321,7043,Gân chân bò,M· sè:,0.0,69.2,124,517,30.2,0.3,0.0,0.0,0.3,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,7044,Lưỡi bò,Beef tongue,8.0,73.2,164,687,13.6,12.1,0.2,0.0,0.9,,,,,,,,7,3.00,16,0.030,162,315,69,2.87,170,9.4,3,0.07,0.15,4.8,0.653,0.31,7,0,,3.79,0,,,,0,0,0,0,0,,0,0,0,0,7.000,4.220,0.000,2.100,0.000,0.000,0.000,7.240,0.000,0.550,6.550,0,0.580,0.000,0.310,0.000,0.000,,87,,1149,315,114,615,648,713,1113,641,949,386,195,482,858,1361,2053,894,696,601
323,7045,Lưỡi lợn,"Hog, tongue",3.0,70.8,178,743,14.2,12.8,1.4,0.0,0.8,0,0,0,0,0,0,0,7,2.40,18,0.010,118,243,110,3.01,70,10.4,4,0.08,0.23,3.0,0.641,0.24,4,0,,2.84,0,,,,0,0,0,0,0,136,0,0,0,0,5.960,3.820,0.000,1.730,0.000,0.000,0.000,8.130,0.000,0.640,7.300,1,1.700,0.080,0.000,0.000,0.000,,101,,1333,365,188,675,689,848,1307,743,1007,409,235,496,861,1515,2052,1205,861,678
324,7046,Lòng lợn (ruột già),"Hog, intestine large raw",2.0,76.6,167,697,6.9,15.1,0.8,0.0,0.6,,,,,,,,12,0.50,,,55,,,,,,,0.09,0.08,1.6,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,7047,Lòng lợn (ruột non),Hog intestine small raw without fat,2.0,90.5,44,183,7.2,1.3,0.8,0.0,0.2,,,,,,,,7,0.80,,,48,,,,,,,0.09,0.08,1.6,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,7048,Mề gà,Chicken gizzard,4.0,75.6,99,415,21.3,1.3,0.6,0.0,1.2,0,0,0,0,0,0,0,48,6.60,15,0.060,150,237,69,2.72,116,25.5,4,0.04,0.20,4.8,0.631,0.112,5,0,1,1.21,19,,0.33,0,0,0,0,0,0,,0,0,0,0,0.530,0.350,0.000,0.170,0.000,0.000,0.000,0.510,0.000,0.070,0.430,0,0.250,0.000,0.090,0.000,0.000,0.06,240,,1300,470,180,760,840,820,1300,840,1300,380,240,550,730,1700,3100,960,930,820
327,7049,Óc bò,Brain beef,8.0,79.4,124,517,9.0,9.5,0.5,0.0,1.6,,,,,,,,6,0.90,13,0.030,311,274,126,1.02,287,21.3,11,0.13,0.21,3.8,2.01,0.226,3,0,,9.51,0,,0.99,0,88,0,0,0,0,,0,0,0,0,2.300,0.920,0.030,1.270,0.020,0.030,0.000,1.890,0.000,0.020,1.650,1,0.040,0.000,0.320,0.370,0.850,0.61,3010,,839,482,,703,678,592,888,965,784,320,132,516,,,,,,
328,7050,Óc lợn,Hog brain,8.0,80.1,123,515,9.0,9.5,0.4,0.0,1.0,,,,,,,,7,1.60,14,0.090,311,258,120,1.27,240,15.9,14,0.14,0.19,2.8,2.8,0.19,6,0,,2.19,0,,,,0,0,0,0,0,83,0,0,0,0,2.080,1.030,0.000,1.000,0.000,0.000,0.000,1.660,0.000,0.120,1.070,1,0.090,0.120,0.470,0.000,0.450,,2195,,748,354,132,704,385,531,771,605,712,245,165,316,,1028,1202,493,,
329,7051,Phổi bò,"Beef, lung",8.0,79.1,103,431,15.2,4.7,0.0,0.0,1.0,,,,,,,,10,6.70,14,0.020,195,340,198,1.61,260,44.3,39,0.10,0.14,1.1,1,0.04,11,0,,3.81,14,,,,0,0,0,0,0,,0,0,0,0,0.860,0.450,0.000,0.230,0.000,0.000,0.000,0.640,0.000,0.090,0.470,0,0.170,0.020,0.140,0.000,0.000,,242,,1137,406,148,526,575,731,1008,754,880,393,120,385,1001,977,1726,734,1659,816
330,7052,Phổi lợn,"Hog lung, raw",8.0,80.6,92,383,14.8,3.6,0.0,0.0,1.0,,,,,,,,9,6.40,14,0.020,230,303,153,2.03,83,17.8,12,0.02,0.14,0.6,0.9,0.1,3,0,,2.75,0,,,,0,0,0,0,0,,0,0,0,0,0.960,0.630,0.000,0.290,0.000,0.000,0.000,0.610,0.000,0.050,0.560,0,0.120,0.000,0.180,0.000,0.010,,320,,1389,541,124,653,599,872,1210,1119,1189,468,141,447,890,1266,1464,1027,901,621
331,7053,Sườn lợn,"Pork, ribs",57.0,68.2,187,782,17.9,12.8,0.0,0.0,1.1,0,0,0,0,0,0,0,7,0.61,14,0.010,160,200,60,3.60,100,6.9,0,0.96,0.23,5.2,0.6,0.26,2,0,2.6,0.7,0,0.69,0.1,0,0,0,0,0,0,,0,0,0,0,6.450,3.970,0.000,2.120,0.040,0.000,0.000,7.450,0.000,0.430,6.240,1,1.810,0.160,0.000,0.000,0.000,0.08,65,,1560,420,190,650,740,930,1270,850,1050,650,120,590,1050,1560,2290,910,250,680
332,7054,Tai lợn,Hog ears,4.0,72.9,126,528,21.0,4.1,1.3,0.0,0.7,,,,,,,,21,2.40,7,0.120,41,55,191,0.19,6,4.3,0,0.08,0.11,0.8,0.068,0.02,0,0,,0.07,0,,,,0,0,0,0,0,,0,0,0,0,1.460,0.920,0.000,0.490,0.000,0.000,0.000,1.860,0.000,0.120,1.750,0,0.380,0.040,0.020,0.000,0.000,,82,,1052,133,43,718,629,830,1167,492,1861,269,200,402,2220,1660,2805,4400,2848,941
333,7055,Tim bò,"Beef, heart",8.0,80.4,89,374,15.0,3.0,0.6,0.0,1.0,,,,,,,,5,5.40,21,0.040,185,287,98,1.70,396,21.8,7,0.31,0.49,6.8,1.79,0.279,3,0,2,8.55,6,,0.22,0,0,0,0,17,0,,0,0,0,0,1.380,0.620,0.050,0.620,0.010,0.000,0.000,1.140,0.000,0.060,1.060,0,0.400,0.020,0.130,0.000,0.000,0.18,124,,1431,506,145,628,626,750,1336,1067,911,412,182,499,805,1323,1410,662,605,633
334,7056,Tim gà,Chicken heart,0.0,77.5,114,475,16.0,5.5,0.0,0.0,1.0,,,,,,,,12,5.96,15,0.090,177,176,74,6.59,346,4.3,3,0.15,0.73,4.9,2.559,0.36,72,0,,7.29,9,,,,0,0,0,0,0,,0,0,0,0,1.570,0.860,0.000,0.460,0.000,0.000,0.000,1.400,0.000,0.230,1.170,1,1.130,0.040,0.420,0.000,0.000,,136,,1303,376,199,696,704,880,1355,833,997,408,211,557,980,1512,2308,863,793,627
335,7057,Tim lợn,Hog heart,6.0,79.5,94,393,15.1,3.2,1.2,0.0,1.0,,,,,,,,7,5.90,19,0.060,213,294,56,2.80,408,10.4,1,0.34,0.49,5.7,2.515,0.39,4,0,18.2,3.79,8,,,,0,0,0,0,0,,0,0,0,0,1.160,0.590,0.000,0.450,0.000,0.000,0.000,1.020,0.000,0.100,0.900,1,0.770,0.080,0.270,0.000,0.000,,131,,1371,406,222,762,762,965,1490,846,1049,422,170,627,1100,1760,2488,914,811,762
336,7058,Tiết bò,"Beef, blood",0.0,80.4,75,315,18.0,0.2,0.4,0.0,1.0,,,,,,,,8,52.60,,,31,,,,,,,0.09,0.03,0.6,,,,,,,30,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3269,781,,1438,1281,2125,2800,403,1246,1932,1735,774,,,,,,
337,7059,Tiết lợn luộc,"Hog blood, boiled",0.0,86.8,44,183,10.7,0.1,0.0,0.0,2.4,0,0,0,0,0,0,0,7,25.90,,,12,,,,,,,0.00,0.10,0.6,,,,,,,93,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,7060,Tiết lợn sống,"Hog blood, raw",0.0,91.9,25,103,5.7,0.1,0.2,0.0,2.1,,,,,,,,7,20.40,,,7,,,,,,,,0.10,0.6,,,,,,,26,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,800,134,,410,268,608,473,173,383,593,50,716,,,,,,
339,7061,Tủy xương bò,Beef bone marrow,0.0,8.7,814,3404,1.1,89.9,0.0,0.0,0.3,0,0,0,0,0,0,0,89,,,,,,,,,,,,0.01,0.1,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,7062,Tủy xương lợn,"Hog, bone marrow",0.0,15.0,749,3134,2.3,82.2,0.0,0.0,0.5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,7063,Ba tê,Pa tª,0.0,47.5,326,1365,10.8,24.6,15.4,0.0,1.7,,,,,,,,26,4.20,,,88,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,7064,Chả lợn,"Pork, mince fat meat grilled",0.0,32.6,517,2164,10.8,50.4,5.1,0.0,1.1,,,,,,,,20,,,,100,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,7065,Chả quế lợn,"Pork, cinnamon mince grilled",0.0,42.5,416,1740,16.2,39.0,0.0,0.0,2.3,0,0,0,0,0,0,0,16,2.10,,,45,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,7066,Dăm bông lợn,"Ham, pork",0.0,48.7,318,1331,23.0,25.0,0.3,0.0,3.0,,,,,,,,10,2.10,,,110,,,,,,0,0.40,0.19,3.8,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1864,621,313,961,1129,1194,1737,1178,1465,759,258,826,1265,2054,3326,1311,1049,961
345,7067,Dồi lợn,Blood mix-pudding with viscera in large intestine,0.0,78.9,114,475,12.4,7.1,0.0,0.0,1.6,0,0,0,0,0,0,0,28,,,,23,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,7068,Giò bò,Beef dumpling,0.0,48.8,357,1492,13.8,33.5,0.0,0.0,3.9,0,0,0,0,0,0,0,18,3.20,,,12,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,7069,Giò lụa,"Pork, mince lean meat steamed",0.0,72.0,136,567,21.5,5.5,0.0,0.0,1.0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,7070,Giò thủ lợn,"Pork, head meat, steamed",0.0,29.0,553,2312,16.0,54.3,0.0,0.0,0.7,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,7071,Lạp xường,Chinese sausage,0.0,18.8,585,2448,20.8,55.0,1.7,0.0,3.7,,,,,,,,52,3.00,,,175,,,,,,0,0.46,0.24,4.7,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,7072,Nem chạo,M· sè:,0.0,68.1,153,638,16.6,6.5,6.9,0.0,1.9,,,,,,,,24,1.60,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,7073,Nem chua,"Pork mince, fermented",0.0,68.0,137,574,21.7,3.7,4.3,0.0,2.3,,,,,,,,24,,,,78,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,7074,Ruốc thịt lợn,M· sè:,0.0,25.8,369,1544,46.6,20.3,0.0,0.0,7.3,0,0,0,0,0,0,0,29,0.30,,,16,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,7075,Thịt bò khô,Dried beef,0.0,32.4,239,1001,51.0,1.6,5.2,0.0,9.8,,,,,,,,31,8.10,,,476,,,,,,0,0.13,0.19,30.3,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,7076,Thịt trâu khô,"Buffalo meat, dried",0.0,36.4,226,945,50.4,2.7,0.0,0.0,10.5,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,7077,Xúc xích,Pork sausage,2.0,17.0,535,2240,27.2,47.4,0.0,0.0,8.4,0,0,0,0,0,0,0,7,1.90,,,139,,,,,,0,0.34,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,7078,Bột cóc,Toad meat powder,0.0,7.2,342,1432,55.4,13.4,0.0,0.0,24.0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,7079,Châu chấu,Locust,20.0,71.1,130,542,24.3,3.6,0.0,0.0,1.0,0,0,0,0,0,0,0,210,0.40,,,270,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,7080,Ếch (thịt đùi),Frog,0.0,75.0,90,376,20.0,1.1,0.0,0.0,3.9,0,0,0,0,0,0,0,18,1.50,20,,147,285,58,1.00,250,14.1,0,0.14,0.25,1.2,,0.12,15,0,,0.4,15,,1,0.1,0,0,0,0,0,,0,0,0,0,0.080,0.050,0.000,0.020,0.000,0.000,0.000,0.050,0.000,0.010,0.040,0,0.020,0.010,0.030,0.010,0.020,,50,,,,,,,,,,,,,,,,,,,
